horizon,mse,rmse,mae,mape,mdape,smape,coverage
196 days,22.374699684521143,4.730190237667101,3.8691057994416713,0.013271406889152414,0.01195420454290426,0.0132566173062068,0.892966360856269
197 days,20.541228241210145,4.532243179840436,3.71960401639436,0.012763149606006424,0.011062602119254531,0.01274516355416573,0.91131498470948
198 days,18.627659211171796,4.315977202346161,3.5480342156762683,0.01217602362198024,0.010696788250198168,0.012157568782842496,0.929663608562691
199 days,16.912158679009533,4.112439504601804,3.396677831082103,0.01166537275333747,0.009958500356645032,0.011643859503450532,0.948012232415902
200 days,15.52413169306296,3.9400674731612098,3.291692121145953,0.01132003632355341,0.009958500356645032,0.011292873099782953,0.9602446483180429
201 days,14.523729358272297,3.811001096598149,3.1786660214326705,0.010936257320898028,0.009786094484322,0.01090594402389753,0.9694189602446484
202 days,14.065363528283566,3.7503817843365717,3.1249947997566263,0.010749362802928802,0.00967240638633525,0.010717690760430979,0.9724770642201835
203 days,13.612370577489807,3.6894946235886845,3.088582529653209,0.010618547606528722,0.009519298971417001,0.01058622742742988,0.9785932721712539
204 days,13.080561279197255,3.6167058601989264,3.052414810796232,0.010496751536862525,0.00967240638633525,0.010462163285534017,0.9877675840978594
205 days,12.649688725535464,3.556640089401156,3.02875340146584,0.010419203284009589,0.00967240638633525,0.010382105410526461,0.9969418960244649
206 days,12.45851061895884,3.5296615445335324,3.0198833997011723,0.010390712542639407,0.00967240638633525,0.010352095032894963,1.0
207 days,12.386093129724706,3.5193881754823106,3.0169258259212057,0.010380208937057187,0.00967240638633525,0.010341060102499347,1.0
208 days,12.383514550398257,3.5190218172665904,3.022913580059189,0.010397118435232729,0.009519298971417001,0.010358324099297524,1.0
209 days,12.467356864951359,3.530914451661405,3.054665194738654,0.010499735512192382,0.00967240638633525,0.010461675063064623,1.0
210 days,12.512756660378587,3.537337510102561,3.0793279042452912,0.010575602498160397,0.009948623416804378,0.010539305904881047,1.0
211 days,12.669670142500026,3.5594480109281026,3.099909269969143,0.010638067742966488,0.009948623416804378,0.010604626609281563,1.0
212 days,13.116068903357673,3.6216113683494084,3.147756639587885,0.010800648291217605,0.009948623416804378,0.010770039471944525,1.0
213 days,13.382465709063213,3.6582052579185893,3.1830645232456884,0.010925706954211366,0.010113550344216569,0.010895569515101096,1.0
214 days,13.690255355365334,3.700034507320889,3.238572930875699,0.011114834890656103,0.010283183187318261,0.011084536420310227,1.0
215 days,14.278042509085525,3.778629713148078,3.3034872957628805,0.01134359098398243,0.01063206331145966,0.011310824613137592,1.0
216 days,14.910520077131316,3.861414258679236,3.372618584834207,0.011594683318044266,0.010696788250198168,0.011557838893999675,1.0
217 days,15.507055792157438,3.9378999215517703,3.441193090950402,0.011843251038162124,0.010744030377708588,0.011802363271833916,1.0
218 days,15.998432972524885,3.999804116769331,3.479732356245507,0.011992676654170637,0.010696788250198168,0.011948276185305034,0.9908256880733946
219 days,16.19693585530358,4.024541695063374,3.469855331068636,0.011975475239637934,0.010696788250198168,0.01192962797902284,0.9908256880733946
220 days,16.317168290915507,4.039451483916537,3.4475333538268016,0.011915236095958577,0.010581012327717024,0.011868035812367422,0.9908256880733946
221 days,16.390226445439083,4.048484462788401,3.464192902603859,0.011978074105239076,0.010581012327717024,0.011931032776897535,0.9908256880733946
222 days,16.356976685091446,4.044375932710935,3.4754439399511825,0.012012703879717474,0.010581012327717024,0.011967351252291219,0.9908256880733946
223 days,16.184220737193435,4.022961687263929,3.4560778812122175,0.011941133588547866,0.01046438867149988,0.01189793228101866,0.9908256880733946
224 days,16.519153629302842,4.064376167298352,3.480251073233954,0.012025746439095843,0.010581012327717024,0.011981821251085096,0.9908256880733946
225 days,16.171856095152076,4.021424635020788,3.445270453684249,0.01189705644963467,0.010581012327717024,0.011855325628964243,0.9908256880733946
226 days,15.95673959748,3.9945887895351633,3.4262722006434423,0.011830630877576558,0.010581012327717024,0.011788990178631878,0.9908256880733946
227 days,15.916623847157743,3.9895643680930557,3.4184430696837156,0.011802984461224329,0.01046438867149988,0.011761515406102688,0.9908256880733946
228 days,15.868914498225433,3.983580612743444,3.4066604625874066,0.011761284019942283,0.010581012327717024,0.011720263107138165,0.9908256880733946
229 days,15.947526923558394,3.9934354788275215,3.416155878800084,0.011786963374283881,0.01046438867149988,0.011747793860461469,0.9908256880733946
230 days,15.994631670923352,3.9993289025689487,3.422200220221528,0.011798927943514411,0.01046438867149988,0.011761708922334512,0.9908256880733946
231 days,15.83964848322861,3.979905587225482,3.406198762893304,0.011736942590802272,0.010581012327717024,0.011701336165076676,0.9908256880733946
232 days,15.819572131061253,3.977382572881474,3.40359247624346,0.011728149791533278,0.01046438867149988,0.011693445890884656,0.9908256880733946
233 days,16.304001843393994,4.037821422920285,3.4379304332416756,0.011857276102854598,0.010581012327717024,0.011820333831600364,0.9908256880733946
234 days,17.053103997026373,4.129540409903549,3.4765016077845763,0.012006008610095256,0.010581012327717024,0.011964264238227738,0.981651376146789
235 days,17.89444871431168,4.230183059196337,3.5363948860131638,0.01222787977463477,0.010677027299016593,0.01218046440483668,0.981651376146789
236 days,18.445102366854996,4.294776171915714,3.574155694452952,0.012369808075008535,0.010815921016610485,0.01231861055554,0.981651376146789
237 days,18.667868326154583,4.320632861763955,3.5894548725089552,0.012431606832693193,0.010883092499064042,0.012378848847661736,0.981651376146789
238 days,19.352061299711462,4.399097782467612,3.633245718195165,0.012599088592768122,0.010815921016610485,0.01254180094434335,0.981651376146789
239 days,19.339626783901494,4.39768425241075,3.6117109013750683,0.01253553775959995,0.010815921016610485,0.012476652161377706,0.981651376146789
240 days,19.15536115855443,4.376683808382144,3.5791275535734153,0.012430619686036207,0.010815921016610485,0.012370352711154642,0.981651376146789
241 days,19.36145450484535,4.400165281537201,3.5904383249531726,0.01247985074975431,0.010677027299016593,0.01241656127770681,0.981651376146789
242 days,19.281880713432354,4.391113835171249,3.5803582790607758,0.012447638381226128,0.010677027299016593,0.01238402824821285,0.981651376146789
243 days,19.46797507131015,4.4122528340191645,3.6079522168146263,0.012540634423900517,0.010815921016610485,0.012478005905007035,0.981651376146789
244 days,20.31088874450525,4.506760338037208,3.7027483549427775,0.012866117483772605,0.010883092499064042,0.012804316045905421,0.981651376146789
245 days,20.963563558783175,4.578598427333759,3.78247513362882,0.013142577766919062,0.011253599011350274,0.013080537178618075,0.981651376146789
246 days,21.209874205835273,4.6054179186948145,3.8116375201261596,0.013246870897157443,0.011001240817144277,0.013184152477605966,0.981651376146789
247 days,21.015755593288876,4.584294448798951,3.774664816931969,0.013128458311858611,0.010917633382892615,0.013063647023381763,0.981651376146789
248 days,20.315206564380475,4.507239350686901,3.6761536439874045,0.012794735798107295,0.010883092499064042,0.012728734399976406,0.981651376146789
249 days,19.81632155295279,4.45155271258836,3.618689109309858,0.012595667675188526,0.010815921016610485,0.012530547187705706,0.981651376146789
250 days,19.671759705996138,4.43528575246242,3.588459490184433,0.012495142221919758,0.010815921016610485,0.012429929457817467,0.981651376146789
251 days,19.467708803765735,4.412222660266108,3.5758733783497396,0.01245006046166333,0.010815921016610485,0.012386356282939595,0.981651376146789
252 days,19.104330962682003,4.370850141869657,3.541528979980827,0.012324716036162864,0.010883092499064042,0.01226469659699526,0.981651376146789
253 days,18.445987268615,4.294879191387692,3.453715592858405,0.012017757486631787,0.010677027299016593,0.011960905923123884,0.981651376146789
254 days,17.8807135591505,4.228559277005645,3.399190167772369,0.011824141961559839,0.010663089411721366,0.011770450591264378,0.9877675840978594
255 days,17.422663442958164,4.174046411212765,3.366790832936741,0.011705364401909273,0.010663089411721366,0.011654472524010402,0.9908256880733946
256 days,17.364504992850822,4.1670739125735246,3.38183059641651,0.011749972193541503,0.010677027299016593,0.01170120097946601,0.9908256880733946
257 days,17.298614410133954,4.1591603010865015,3.3834432756651998,0.011751119586968098,0.010917633382892615,0.011704298841321847,0.9908256880733946
258 days,17.785097286324845,4.217238111172387,3.4240578700234843,0.011899237212924107,0.010917633382892615,0.011850571943791029,0.9908256880733946
259 days,18.46969560786913,4.297638375651112,3.490502500270088,0.012138313867273272,0.010917633382892615,0.012086415049461249,0.9908256880733946
260 days,18.719130229623076,4.3265610165145105,3.53134682023345,0.012280412777602704,0.011253599011350274,0.012228472487454223,0.9908256880733946
261 days,18.97080587360099,4.355548860201317,3.5594184011131467,0.012384777644603995,0.011253599011350274,0.012331022396002716,0.9908256880733946
262 days,19.365106571108587,4.400580253910681,3.610251363405552,0.012564977782195728,0.01190195468910944,0.012510544514049659,0.9908256880733946
263 days,19.808768105650483,4.450704225810842,3.672638118109715,0.012785152959446697,0.012125524700511174,0.012729686662518839,0.9908256880733946
264 days,20.174927901758515,4.491650910495886,3.727802692379442,0.012979723076682182,0.01227756707643398,0.012923292102305419,0.9908256880733946
265 days,20.36987836410772,4.513300163307081,3.7571851873268867,0.013083950630931101,0.012603368149091266,0.013027708113922853,0.9908256880733946
266 days,20.371221197732513,4.513448924905711,3.758149056409344,0.013088760987077135,0.012918858684297266,0.013034157707882377,0.9908256880733946
267 days,20.597974350470853,4.538499129720182,3.7793292433539762,0.013160122064271976,0.013013502452460433,0.013108101634231878,0.9908256880733946
268 days,20.784334413142627,4.558983923325748,3.8102792217146777,0.013263984920164354,0.012918858684297266,0.013214416591786468,0.9908256880733946
269 days,21.03917701963669,4.586848266471946,3.85364159511753,0.013409223396124291,0.013275604038268544,0.013362131808813332,0.9908256880733946
270 days,20.985205708167662,4.580961220984921,3.8846060958466553,0.01350509438344047,0.013469246056842035,0.013462856744045197,0.9969418960244649
271 days,20.883694008273483,4.569868051516749,3.9109694137682145,0.013579858193166653,0.013469246056842035,0.013545177138501216,1.0
272 days,20.907455915554795,4.572467158499315,3.9336534135208763,0.013640922427976437,0.013469246056842035,0.013614765714346399,1.0
273 days,21.203859722585626,4.604764893301897,3.9857108767017926,0.01380871419130956,0.013497490427981885,0.013788634763207392,1.0
274 days,21.353607013995966,4.620996322655533,4.011375908626723,0.01388462542682223,0.013955153420381772,0.013871542165991655,1.0
275 days,21.31909250924475,4.617260281730363,4.033776109834131,0.013956241366385402,0.013955153420381772,0.013946115998091249,1.0
276 days,21.5394025623245,4.641056190386462,4.069323282239228,0.014078064902260545,0.014172239517978873,0.014069242005373172,1.0
277 days,21.933488468800935,4.683320239829958,4.106394788954523,0.014207821460413736,0.014263724377805447,0.014198909933781834,1.0
278 days,22.342586176673787,4.726794492748102,4.132064497067758,0.014300953723508111,0.014507148870380092,0.01429103030129052,1.0
279 days,23.49060436872127,4.846710675161173,4.197270501984977,0.01454203364781169,0.014507148870380092,0.014525676021751156,1.0
280 days,24.448784412659265,4.944571206147128,4.253076448744251,0.014751458436623888,0.014539064692881956,0.014728522307907305,1.0
281 days,25.27834533767018,5.027757485964313,4.308557181665786,0.014954740728577687,0.014539064692881956,0.014928160074595355,1.0
282 days,26.153310742957853,5.114030772586126,4.374483508342342,0.015190955572914085,0.01466176866271125,0.015162026313841498,1.0
283 days,27.465108660867347,5.2407164262977775,4.481498059714534,0.015560280769187203,0.014710190923766154,0.015533348032893806,1.0
284 days,28.462516951184824,5.335027361802826,4.586446812391602,0.01592225500683166,0.01504891285376613,0.015896999858123408,1.0
285 days,28.86340732214517,5.3724675263928,4.643880509729584,0.0161244501494633,0.015409719716377135,0.016098253994085123,1.0
286 days,29.049049667587855,5.3897170303818225,4.672964343978669,0.016227480231995817,0.015506651313527983,0.016199782988448493,1.0
287 days,28.8751162810139,5.373557134805017,4.642378396508597,0.016123489736713546,0.015409719716377135,0.016094686708576444,1.0
288 days,28.92302555754879,5.378013160782408,4.653246788832637,0.016164713559704575,0.015506651313527983,0.01613526597202558,1.0
289 days,29.097405744878607,5.394201122027117,4.671887611015268,0.01622715744658841,0.015536615970278087,0.016200382891130044,1.0
290 days,29.006272670876427,5.385747178514456,4.656887814009117,0.016172757765670395,0.015506651313527983,0.01614775347037161,1.0
291 days,28.89710408424379,5.375602671723775,4.647141851915042,0.01613574176574927,0.015506651313527983,0.016112611457367296,1.0
292 days,28.627249972595806,5.350443904256525,4.613813437955558,0.016015388690274936,0.015409719716377135,0.015996196801592862,1.0
293 days,28.54597915104004,5.342843732605329,4.601055140847547,0.015968752424182886,0.015409719716377135,0.015953140051232908,1.0
294 days,28.325589373626627,5.322179006161539,4.566074272769658,0.01584323453118872,0.015506651313527983,0.015832509586045675,1.0
295 days,28.10784075051309,5.301682822511461,4.526043379665143,0.01569538219052749,0.015409719716377135,0.01569214794747405,1.0
296 days,27.65482086119788,5.258785112666031,4.458657832016266,0.015456883242629702,0.015409719716377135,0.015458726027348392,1.0
297 days,27.184950494444614,5.213918919051639,4.3993268791970195,0.015247153557249059,0.015409719716377135,0.015252862968698124,1.0
298 days,26.97825513353793,5.194059600499203,4.371519884894066,0.015151241353754336,0.01504891285376613,0.015157433080032827,1.0
299 days,27.529856113053235,5.246890137314982,4.376063662633357,0.015177330246799053,0.015506651313527983,0.015177839910247138,1.0
300 days,28.529164302889594,5.341269914813292,4.426026125947053,0.015364732739551223,0.014831396608927539,0.015357640470970671,1.0
301 days,29.67430133831351,5.4474123525132105,4.508861318630531,0.015670465367393624,0.015013340878986932,0.015654975296783072,1.0
302 days,30.5221030756463,5.524681264620277,4.5818489262155015,0.015941632864687767,0.016479851088974064,0.015918688213074888,1.0
303 days,30.956979176613952,5.563899637539659,4.628781707231325,0.016121966599915338,0.0158475816596194,0.016091849813214723,1.0
304 days,31.153695140342727,5.581549528611452,4.650198647983992,0.01620924131928102,0.015980953674887194,0.016173828028807027,1.0
305 days,30.63414566212787,5.534812161413237,4.593583228188257,0.016017714010746587,0.015536615970278087,0.01598076979941025,1.0
306 days,29.821020705620708,5.460862633835492,4.486666794186136,0.015646880229300955,0.015013340878986932,0.0156101663314197,1.0
307 days,29.2383369828651,5.407248559375193,4.427586705182548,0.015446655925151438,0.014831396608927539,0.015407619184583325,1.0
308 days,28.658666839231987,5.353379011356471,4.366074539702929,0.015241668523949222,0.014792192479015146,0.015198304723757312,1.0
309 days,28.07508341246911,5.298592587892478,4.310857678150382,0.015060031578279363,0.014270480678910517,0.015012649229307331,1.0
310 days,27.47681013393079,5.24183270754903,4.270675509863125,0.014928687867891165,0.01352301618686602,0.014878478984145974,1.0
311 days,27.048911851913743,5.20085683824442,4.229073431092106,0.014787130781168051,0.013388192497869556,0.014736214683707794,1.0
312 days,27.059346003502306,5.201859860040667,4.236207444696875,0.014815690762193818,0.01285986482780454,0.014763113383627898,1.0
313 days,27.359666225883732,5.230646826720738,4.244056929379383,0.014847322747090825,0.012277789367737454,0.014790037697747487,1.0
314 days,27.148300147917222,5.210403069621123,4.213498389723595,0.014739881855541533,0.012277789367737454,0.014681113216214195,1.0
315 days,26.48987509129344,5.146831558472984,4.182441004066356,0.014626916773508835,0.012250426745038642,0.014570711947414086,1.0
316 days,25.148001142781244,5.014778274538291,4.084461153058427,0.014278887004080282,0.012201492925977038,0.014228469989255853,1.0
317 days,23.844247475068244,4.883057185316208,3.979252153702203,0.013908682127351652,0.012201492925977038,0.01386343947872986,1.0
318 days,22.775509299810505,4.772369359114035,3.8893592295806756,0.013593841358360496,0.01215785951615831,0.01355070114254228,1.0
319 days,21.622269732720703,4.649975240011575,3.806412553573858,0.01330632581308122,0.012076891258341108,0.01326337558446932,1.0
320 days,20.924738961872368,4.574356671912715,3.768777418056504,0.013178307971415023,0.01215785951615831,0.013133907120957652,1.0
321 days,20.848485696064717,4.566014202350308,3.7753905309905957,0.013202924657672298,0.012201492925977038,0.013157602025567183,1.0
322 days,21.115529762328592,4.5951637361827045,3.799094415216389,0.01328586232993733,0.012201492925977038,0.013241754105016792,1.0
323 days,21.458512044453098,4.63233332613847,3.8386111261190545,0.013423177723642802,0.012250426745038642,0.013382484788075608,1.0
324 days,21.661471187441794,4.654188563803769,3.861000168758043,0.013501333302432061,0.012250426745038642,0.013463197932099142,1.0
325 days,22.193686230695,4.711017536657553,3.8968968122390826,0.013629732916304801,0.012250426745038642,0.013585491737466404,1.0
326 days,22.61786831870597,4.755824672830777,3.921326554115563,0.013714763965335714,0.012277789367737454,0.013665638393262458,1.0
327 days,22.931894706172436,4.788725791499492,3.9418062419309754,0.01378508621576568,0.012277789367737454,0.013733016970793741,1.0
328 days,23.708036421581184,4.869089896641998,4.019193331531546,0.014059809757232247,0.012307633102938099,0.014001677717734083,1.0
329 days,24.365970952579396,4.936189922660938,4.055787983689166,0.014189744825445761,0.012316829975692722,0.014123802720362646,1.0
330 days,24.951266622127775,4.9951242849530555,4.093870056295123,0.01432730323368939,0.012307633102938099,0.014252692426850047,1.0
331 days,24.900482342641876,4.990038310738894,4.0812326327992645,0.014285906223843197,0.012316829975692722,0.014204142430810238,1.0
332 days,25.019889163964447,5.001988520974878,4.088077507647431,0.014311082085568921,0.012316829975692722,0.014222512481219344,1.0
333 days,25.641017961103937,5.063696077086769,4.132726511802182,0.01446864081410532,0.012307633102938099,0.014372585735792295,1.0
334 days,25.991255426804145,5.09816196553269,4.142784075465857,0.01450267626468505,0.012277789367737454,0.014402150738439609,1.0
335 days,26.138519953160227,5.11258446904892,4.146006813614789,0.01450999657045013,0.012307633102938099,0.014407222252613414,1.0
336 days,25.90503534262193,5.089698944203078,4.106520891133973,0.0143632983022956,0.012277789367737454,0.014260551259853309,1.0
337 days,25.487207086984267,5.048485623133364,4.03064895760116,0.014087405453397815,0.011989318446144087,0.013985336294332204,1.0
338 days,25.046940746571316,5.004691873289635,3.976308780683,0.013888004223738067,0.011942850534016164,0.013788986868804018,1.0
339 days,25.520155046508744,5.051747721977884,3.9939866101815023,0.013943385871060875,0.011841184522697109,0.013845686541710384,1.0
340 days,26.07704167713633,5.106568483545122,4.005034317645861,0.013978086945934226,0.01159928556577084,0.013877739827922942,1.0
341 days,27.079201061649904,5.203767967698973,4.029362724056651,0.014059804779702331,0.011455949207857226,0.013953004322311106,1.0
342 days,28.22411877951172,5.312637648053151,4.09197276958417,0.014275430154273861,0.011455949207857226,0.014161815003252335,1.0
343 days,29.05023399242474,5.38982689818743,4.15310831984258,0.014486120520063882,0.011841184522697109,0.014369372583902595,1.0
344 days,29.834666471558222,5.462111905806967,4.217848269329217,0.014708758869790516,0.011841184522697109,0.014591004083213406,1.0
345 days,30.3262980516758,5.506931818324592,4.2482648601320525,0.014810178852845668,0.011841184522697109,0.014689701856937729,1.0
346 days,30.42679062431484,5.516048461019432,4.239793787751325,0.014775421108369895,0.011942850534016164,0.014653463010676236,1.0
347 days,30.38185287814459,5.511973591930987,4.219642771992227,0.014701131654447041,0.01131681098798388,0.01457851757386506,1.0
348 days,30.48148960673492,5.521004401984744,4.2327334209325995,0.014745647652585122,0.011942850534016164,0.014624313701331269,1.0
349 days,29.91245649635918,5.469228144478815,4.189851158218093,0.014590951377932617,0.011942850534016164,0.014472921640214326,1.0
350 days,29.519390732201295,5.433175013949145,4.180293081931899,0.014554562684016422,0.012307633102938099,0.014440766627468607,1.0
351 days,29.07192377435845,5.3918386265130795,4.143183871454649,0.014426874038255872,0.011121256502239139,0.014315192610035625,1.0
352 days,28.9000872514983,5.375880137381999,4.13156569336639,0.014389865209865528,0.011942850534016164,0.014278803176484473,1.0
353 days,28.625146649975633,5.350247344747309,4.087751651103257,0.0142356832475737,0.010623585708023681,0.01412404335465263,1.0
354 days,28.155483097928464,5.306174054620566,4.005214678975567,0.013945576536655907,0.009693989284106789,0.013834267176620282,1.0
355 days,27.78916683771363,5.271543117315235,3.9426604475805753,0.013728783784223073,0.009385001203721008,0.013618901299559673,1.0
356 days,27.651864623274086,5.258504029025183,3.9075558655405525,0.013608574939979896,0.009228198258035338,0.013501924104656572,1.0
357 days,27.731714053174432,5.266090965144301,3.8853409457298658,0.013530895900583938,0.008264119688677442,0.013429222732804755,1.0
358 days,27.97343035135698,5.2889914304484344,3.8834564492106383,0.013522022927640997,0.008256634292722964,0.01342560811460899,1.0
359 days,28.17268954436093,5.30779516789796,3.8886721459475995,0.013537527427737605,0.008264119688677442,0.013442723152073309,1.0
360 days,28.29084955650224,5.318914321222165,3.8913895047271945,0.013543761451740027,0.008256634292722964,0.013446921887154377,1.0
361 days,28.327905759583327,5.322396618026819,3.9062755341095663,0.013592030929901999,0.008256634292722964,0.01349584633796102,1.0
362 days,28.725103065724902,5.359580493445817,3.955019992482609,0.013758446505681676,0.008554540626262019,0.013666113636139891,1.0
363 days,29.68184010458988,5.448104267044628,4.037572598261975,0.01404319256580071,0.008554540626262019,0.013953058508789511,1.0
364 days,30.073233370078857,5.483906761614284,4.064083931269801,0.01412886253745537,0.008554540626262019,0.01404298905171526,1.0
365 days,30.276256596820307,5.502386445608878,4.094029649201394,0.014228402803123836,0.009281907888462046,0.014146703243423622,1.0
